Date,Amount,Expense_Type,Category,Description
31-01-2023,2948,Expense,Personal Care,Payment for Cosmetics
08-06-2024,559,Expense,Travel,Payment for Hotels
31-05-2023,690,Expense,Education,Payment for Books
23-01-2025,4686,Income,Debt Payments,Payment for EMI
22-12-2023,3300,Expense,Travel,Payment for Hotels
15-04-2025,3797,Income,Debt Payments,Payment for EMI
01-03-2024,2769,Income,Dining Out,Payment for Takeaway
25-09-2023,3953,Expense,Groceries,Payment for Fruits
06-10-2022,1361,Expense,Savings & Investments,Payment for Stocks
19-01-2024,3386,Income,Personal Care,Payment for Cosmetics
05-02-2024,1540,Expense,Education,Payment for Stationery
08-01-2025,1468,Expense,Healthcare,Payment for Medicines
26-08-2025,1508,Income,Healthcare,Payment for Medicines
13-05-2024,3509,Expense,Healthcare,Payment for Medicines
03-04-2023,4954,Expense,Clothing,Payment for Formal Wear
21-10-2024,2617,Income,Savings & Investments,Payment for Fixed Deposits
30-12-2022,1387,Expense,Entertainment,Payment for Concerts
23-12-2022,3742,Expense,Debt Payments,Payment for Loans
31-08-2025,4659,Expense,Clothing,Payment for Casual Wear
12-02-2023,3131,Expense,Miscellaneous,Payment for Unexpected Expenses
23-11-2023,396,Income,Clothing,Payment for Casual Wear
11-12-2022,166,Expense,Savings & Investments,Payment for Mutual Funds
18-03-2023,2508,Income,Travel,Payment for Hotels
17-03-2023,1470,Expense,Education,Payment for Books
16-02-2025,1904,Expense,Travel,Payment for Sightseeing
16-08-2023,3132,Income,Education,Payment for Courses
28-12-2023,1681,Expense,Transportation,Payment for Fuel
29-04-2025,2049,Income,Dining Out,Payment for Restaurants
26-11-2024,2195,Expense,Travel,Payment for Flights
02-06-2024,4427,Expense,Utilities,Payment for Water
05-03-2025,856,Income,Healthcare,Payment for Medicines
12-09-2023,1741,Expense,Housing,Payment for Rent
08-10-2022,2754,Expense,Personal Care,Payment for Cosmetics
07-10-2024,3485,Income,Travel,Payment for Sightseeing
26-07-2024,260,Expense,Utilities,Payment for Water
27-03-2024,1740,Expense,Housing,Payment for Property Tax
04-02-2023,1827,Expense,Education,Payment for Courses
21-05-2024,3197,Expense,Utilities,Payment for Internet
25-05-2024,2549,Expense,Debt Payments,Payment for EMI
21-08-2023,736,Expense,Transportation,Payment for Fuel
04-06-2025,2720,Expense,Savings & Investments,Payment for Mutual Funds
06-11-2023,979,Expense,Healthcare,Payment for Doctor Visits
18-06-2024,4163,Income,Entertainment,Payment for Games
15-09-2024,1364,Expense,Personal Care,Payment for Gym Membership
04-08-2025,2883,Expense,Housing,Payment for Mortgage
29-06-2023,1823,Expense,Debt Payments,Payment for Credit Card
13-08-2024,2295,Income,Insurance,Payment for Home Insurance
22-01-2023,1235,Expense,Healthcare,Payment for Medicines
05-02-2025,2514,Expense,Miscellaneous,Payment for Gifts
21-08-2024,433,Expense,Transportation,Payment for Fuel
18-08-2023,3973,Expense,Entertainment,Payment for Streaming Services
16-05-2025,1571,Expense,Travel,Payment for Local Transport
20-01-2023,1029,Expense,Personal Care,Payment for Salon
14-09-2025,4227,Expense,Entertainment,Payment for Streaming Services
01-03-2023,3660,Income,Dining Out,Payment for Restaurants
09-08-2023,3320,Expense,Transportation,Payment for Fuel
28-08-2025,2003,Income,Transportation,Payment for Fuel
11-01-2023,1534,Expense,Personal Care,Payment for Gym Membership
17-09-2023,933,Expense,Healthcare,Payment for Doctor Visits
10-07-2025,2577,Expense,Healthcare,Payment for Doctor Visits
30-09-2024,4873,Income,Insurance,Payment for Home Insurance
06-09-2024,173,Expense,Groceries,Payment for Dairy
10-07-2024,575,Income,Healthcare,Payment for Health Insurance
30-12-2024,2136,Income,Healthcare,Payment for Medicines
02-05-2025,2205,Income,Dining Out,Payment for Restaurants
20-07-2024,1426,Expense,Entertainment,Payment for Concerts
05-01-2023,4456,Expense,Dining Out,Payment for Restaurants
08-05-2024,3511,Expense,Savings & Investments,Payment for Stocks
07-07-2023,4185,Expense,Healthcare,Payment for Doctor Visits
05-11-2023,4926,Income,Debt Payments,Payment for EMI
28-08-2024,630,Expense,Insurance,Payment for Home Insurance
15-04-2023,2043,Income,Utilities,Payment for Gas
21-08-2023,4575,Income,Dining Out,Payment for Cafes
01-03-2023,3985,Income,Clothing,Payment for Shoes
02-04-2024,506,Expense,Utilities,Payment for Internet
07-11-2023,2850,Expense,Travel,Payment for Local Transport
03-01-2024,1501,Expense,Housing,Payment for Property Tax
07-02-2023,253,Expense,Debt Payments,Payment for Loans
27-11-2024,2876,Expense,Education,Payment for Tuition
18-02-2025,4263,Income,Groceries,Payment for Snacks
21-12-2022,1902,Expense,Housing,Payment for Property Tax
21-10-2024,3515,Expense,Savings & Investments,Payment for Stocks
17-06-2024,4095,Expense,Education,Payment for Books
07-05-2023,2493,Expense,Debt Payments,Payment for Credit Card
03-04-2024,2102,Expense,Dining Out,Payment for Cafes
18-01-2023,4653,Income,Clothing,Payment for Casual Wear
04-06-2024,2242,Expense,Savings & Investments,Payment for Mutual Funds
09-04-2025,2759,Expense,Education,Payment for Books
16-01-2024,1232,Income,Debt Payments,Payment for EMI
11-01-2025,2878,Expense,Education,Payment for Tuition
26-06-2023,1008,Expense,Housing,Payment for Property Tax
23-11-2023,4124,Income,Healthcare,Payment for Doctor
04-09-2024,2108,Expense,Groceries,Payment for Vegetables
07-11-2022,118,Expense,Entertainment,Payment for Concerts
05-04-2023,1687,Expense,Debt Payments,Payment for EMI
18-06-2025,251,Income,Clothing,Payment for Accessories
17-03-2024,315,Income,Savings & Investments,Payment for Stocks
22-07-2025,3175,Expense,Insurance,Payment for Vehicle Insurance
15-07-2023,288,Expense,Education,Payment for Stationery
05-12-2023,340,Expense,Healthcare,Payment for Health Insurance
12-01-2024,3444,Income,Entertainment,Payment for Streaming Services
17-06-2024,1858,Income,Insurance,Payment for Vehicle Insurance
04-07-2023,2139,Income,Clothing,Payment for Accessories
21-02-2025,1004,Expense,Healthcare,Payment for Medicines
01-05-2024,4778,Expense,Miscellaneous,Payment for Unexpected Expenses
07-02-2025,1980,Expense,Healthcare,Payment for Doctor
09-06-2023,4130,Expense,Personal Care,Payment for Gym Membership
28-03-2023,333,Expense,Transportation,Payment for Taxi
09-08-2024,856,Expense,Healthcare,Payment for Medicines
31-12-2024,1956,Income,Entertainment,Payment for Streaming Services
28-08-2024,2726,Expense,Groceries,Payment for Vegetables
16-04-2024,3621,Expense,Transportation,Payment for Taxi
08-08-2024,4721,Income,Clothing,Payment for Accessories
24-10-2023,3809,Income,Miscellaneous,Payment for Donations
28-04-2023,4119,Expense,Debt Payments,Payment for EMI
17-10-2023,1668,Expense,Utilities,Payment for Gas
05-09-2023,4956,Income,Dining Out,Payment for Restaurants
19-01-2025,858,Income,Clothing,Payment for Casual Wear
25-08-2025,3836,Expense,Healthcare,Payment for Health Insurance
22-11-2023,991,Expense,Entertainment,Payment for Games
18-10-2024,89,Expense,Education,Payment for Tuition
31-07-2023,1388,Income,Housing,Payment for Mortgage
30-08-2024,4702,Income,Miscellaneous,Payment for Unexpected Expenses
13-02-2025,1371,Income,Dining Out,Payment for Restaurants
18-03-2024,1704,Income,Clothing,Payment for Accessories
22-04-2023,3118,Expense,Personal Care,Payment for Cosmetics
06-02-2024,4788,Expense,Insurance,Payment for Vehicle Insurance
03-09-2025,444,Expense,Housing,Payment for Rent
14-02-2024,841,Expense,Miscellaneous,Payment for Donations
09-08-2025,3683,Income,Dining Out,Payment for Takeaway
29-04-2023,1994,Expense,Groceries,Payment for Snacks
04-08-2023,793,Expense,Debt Payments,Payment for EMI
20-07-2024,4422,Expense,Education,Payment for Books
20-10-2024,243,Income,Personal Care,Payment for Gym Membership
27-06-2023,4324,Expense,Dining Out,Payment for Restaurants
23-04-2025,3947,Income,Healthcare,Payment for Health Insurance
30-10-2022,267,Income,Dining Out,Payment for Cafes
15-12-2023,3632,Expense,Entertainment,Payment for Concerts
09-03-2023,4702,Expense,Entertainment,Payment for Streaming Services
03-11-2024,3540,Income,Entertainment,Payment for Movies
09-06-2023,2865,Income,Clothing,Payment for Formal Wear
02-03-2024,3953,Expense,Education,Payment for Books
01-06-2025,3973,Income,Education,Payment for Courses
08-10-2022,1835,Expense,Insurance,Payment for Vehicle Insurance
23-09-2024,4222,Income,Clothing,Payment for Casual Wear
15-02-2024,4744,Income,Miscellaneous,Payment for Unexpected Expenses
21-11-2024,3883,Expense,Education,Payment for Tuition
08-12-2023,1232,Expense,Entertainment,Payment for Concerts
28-02-2023,573,Income,Miscellaneous,Payment for Donations
02-04-2025,3346,Expense,Entertainment,Payment for Streaming Services
13-02-2025,4529,Income,Utilities,Payment for Water
20-10-2024,418,Income,Savings & Investments,Payment for Mutual Funds
13-04-2024,4433,Expense,Debt Payments,Payment for EMI
30-01-2024,448,Expense,Dining Out,Payment for Cafes
11-03-2025,2201,Expense,Debt Payments,Payment for Credit Card
10-01-2023,3930,Expense,Insurance,Payment for Home Insurance
19-07-2025,176,Expense,Education,Payment for Courses
01-07-2025,2137,Expense,Transportation,Payment for Public Transport
09-11-2023,3193,Income,Insurance,Payment for Home Insurance
14-03-2023,1820,Income,Savings & Investments,Payment for Stocks
19-02-2024,4103,Expense,Entertainment,Payment for Streaming Services
07-08-2023,296,Expense,Dining Out,Payment for Restaurants
30-10-2024,3368,Expense,Housing,Payment for Rent
09-08-2024,2131,Expense,Personal Care,Payment for Gym Membership
18-01-2024,2107,Expense,Savings & Investments,Payment for Stocks
10-12-2022,3039,Income,Savings & Investments,Payment for Fixed Deposits
02-05-2024,3647,Expense,Transportation,Payment for Car Maintenance
17-06-2023,389,Expense,Transportation,Payment for Public Transport
31-05-2023,2778,Expense,Personal Care,Payment for Gym Membership
11-04-2024,1641,Income,Clothing,Payment for Formal Wear
22-03-2023,3211,Expense,Savings & Investments,Payment for Stocks
15-01-2023,1358,Expense,Education,Payment for Tuition
30-03-2023,4679,Expense,Transportation,Payment for Fuel
08-04-2023,3388,Expense,Savings & Investments,Payment for Mutual Funds
02-12-2022,4954,Expense,Housing,Payment for Repairs
18-05-2025,2748,Expense,Dining Out,Payment for Cafes
08-02-2025,3173,Expense,Insurance,Payment for Life Insurance
02-10-2023,2347,Income,Clothing,Payment for Accessories
26-01-2025,2103,Expense,Healthcare,Payment for Doctor Visits
10-11-2022,4994,Expense,Healthcare,Payment for Doctor Visits
29-01-2024,1559,Expense,Personal Care,Payment for Salon
15-12-2022,3857,Income,Dining Out,Payment for Takeaway
01-01-2025,62,Expense,Dining Out,Payment for Restaurants
02-08-2024,4084,Income,Healthcare,Payment for Medicines
29-08-2024,1630,Income,Transportation,Payment for Public Transport
26-10-2024,3483,Expense,Education,Payment for Stationery
25-09-2024,4683,Income,Personal Care,Payment for Gym Membership
10-04-2025,2101,Income,Healthcare,Payment for Doctor Visits
18-03-2025,3926,Expense,Dining Out,Payment for Takeaway
05-03-2025,4867,Income,Clothing,Payment for Formal Wear
17-06-2025,1873,Expense,Savings & Investments,Payment for Fixed Deposits
02-09-2023,3480,Income,Housing,Payment for Mortgage
09-04-2023,2790,Expense,Clothing,Payment for Formal Wear
08-07-2023,1838,Expense,Savings & Investments,Payment for Fixed Deposits
23-10-2023,2002,Expense,Clothing,Payment for Shoes
24-06-2025,2754,Income,Education,Payment for Books
06-03-2024,1001,Income,Insurance,Payment for Home Insurance
18-07-2024,4773,Income,Personal Care,Payment for Salon
13-09-2024,3470,Expense,Healthcare,Payment for Doctor
07-03-2025,3077,Expense,Entertainment,Payment for Games
24-12-2023,3151,Income,Insurance,Payment for Vehicle Insurance
30-11-2023,4010,Income,Dining Out,Payment for Takeaway
09-08-2025,3638,Income,Clothing,Payment for Formal Wear
27-02-2025,3895,Expense,Clothing,Payment for Formal Wear
07-08-2023,1197,Expense,Personal Care,Payment for Gym Membership
15-01-2025,3567,Expense,Insurance,Payment for Home Insurance
29-02-2024,3108,Expense,Groceries,Payment for Meat
08-10-2023,1467,Expense,Savings & Investments,Payment for Mutual Funds
23-12-2023,3959,Income,Dining Out,Payment for Cafes
09-07-2025,4795,Income,Housing,Payment for Rent
15-05-2024,3739,Expense,Entertainment,Payment for Games
10-02-2024,2822,Expense,Debt Payments,Payment for EMI
05-01-2024,4957,Expense,Miscellaneous,Payment for Unexpected Expenses
19-01-2023,2878,Expense,Healthcare,Payment for Health Insurance
30-07-2025,2219,Expense,Savings & Investments,Payment for Stocks
25-08-2023,2299,Expense,Savings & Investments,Payment for Mutual Funds
15-02-2023,3908,Expense,Utilities,Payment for Electricity
18-03-2025,1675,Expense,Utilities,Payment for Internet
27-02-2024,2799,Income,Dining Out,Payment for Cafes
19-04-2024,2655,Expense,Healthcare,Payment for Medicines
21-01-2025,1897,Expense,Travel,Payment for Hotels
25-09-2025,628,Expense,Debt Payments,Payment for Credit Card
24-01-2023,1186,Expense,Insurance,Payment for Vehicle Insurance
04-03-2025,3460,Expense,Groceries,Payment for Vegetables
15-09-2025,3183,Income,Housing,Payment for Mortgage
20-08-2025,2324,Expense,Insurance,Payment for Home Insurance
17-11-2022,2271,Income,Entertainment,Payment for Streaming Services
17-10-2022,1207,Expense,Insurance,Payment for Home Insurance
23-09-2024,3908,Expense,Debt Payments,Payment for Credit Card
13-04-2023,1699,Income,Groceries,Payment for Vegetables
09-04-2024,4714,Income,Entertainment,Payment for Games
24-12-2023,4422,Expense,Debt Payments,Payment for Credit Card
14-07-2023,1636,Expense,Utilities,Payment for Phone
24-10-2023,2008,Income,Transportation,Payment for Car Maintenance
01-05-2023,2373,Expense,Utilities,Payment for Water
01-05-2023,283,Expense,Transportation,Payment for Taxi
03-02-2023,1315,Income,Healthcare,Payment for Medicines
27-10-2024,81,Expense,Miscellaneous,Payment for Gifts
06-11-2023,3488,Expense,Travel,Payment for Flights
16-08-2025,1421,Expense,Dining Out,Payment for Takeaway
01-09-2023,809,Expense,Utilities,Payment for Water
06-01-2025,3253,Income,Personal Care,Payment for Cosmetics
11-09-2024,1844,Income,Groceries,Payment for Meat
24-09-2023,4938,Income,Personal Care,Payment for Salon
19-04-2024,811,Expense,Debt Payments,Payment for Loans
04-05-2023,4410,Expense,Savings & Investments,Payment for Fixed Deposits
18-04-2023,4130,Expense,Healthcare,Payment for Doctor Visits
15-10-2022,331,Expense,Insurance,Payment for Life Insurance
16-08-2023,4121,Expense,Debt Payments,Payment for Credit Card
28-02-2024,3953,Expense,Debt Payments,Payment for Loans
09-08-2024,4675,Expense,Clothing,Payment for Formal Wear
27-11-2023,4105,Income,Personal Care,Payment for Gym Membership
13-07-2025,865,Income,Insurance,Payment for Home Insurance
20-10-2023,4609,Expense,Healthcare,Payment for Health Insurance
14-11-2024,1520,Expense,Miscellaneous,Payment for Unexpected Expenses
04-01-2023,3337,Expense,Travel,Payment for Local Transport
24-04-2023,4309,Expense,Clothing,Payment for Formal Wear
06-05-2024,2635,Income,Transportation,Payment for Fuel
13-03-2023,560,Expense,Personal Care,Payment for Cosmetics
20-10-2022,604,Expense,Healthcare,Payment for Medicines
01-03-2023,3755,Expense,Miscellaneous,Payment for Donations
05-05-2023,1356,Expense,Clothing,Payment for Formal Wear
28-07-2024,3192,Expense,Transportation,Payment for Car Maintenance
16-05-2023,308,Expense,Healthcare,Payment for Doctor Visits
18-10-2022,1274,Expense,Healthcare,Payment for Health Insurance
03-04-2024,1715,Expense,Transportation,Payment for Public Transport
05-05-2025,1453,Expense,Transportation,Payment for Taxi
23-02-2023,1915,Income,Insurance,Payment for Vehicle Insurance
05-11-2023,815,Income,Healthcare,Payment for Doctor Visits
16-05-2024,114,Income,Debt Payments,Payment for Loans
30-09-2023,3499,Income,Education,Payment for Books
08-12-2024,2755,Expense,Entertainment,Payment for Concerts
03-04-2025,245,Expense,Miscellaneous,Payment for Unexpected Expenses
10-12-2022,1433,Income,Education,Payment for Books
22-01-2024,2485,Income,Miscellaneous,Payment for Donations
10-04-2024,4210,Income,Housing,Payment for Mortgage
12-10-2024,1500,Expense,Miscellaneous,Payment for Gifts
06-01-2023,272,Expense,Utilities,Payment for Electricity
